gender,race,age,path,label
male,Asian,57,000012_male_Asian_57/mask3,2
male,Asian,57,000012_male_Asian_57/mask4,2
male,Asian,57,000012_male_Asian_57/mask5,2
male,Asian,57,000012_male_Asian_57/normal,2
male,Asian,57,000012_male_Asian_57/incorrect_mask,2
female,Asian,58,000014_female_Asian_58/mask1,2
female,Asian,58,000014_female_Asian_58/mask2,2
female,Asian,58,000014_female_Asian_58/mask3,2
female,Asian,58,000014_female_Asian_58/mask4,2
female,Asian,58,000014_female_Asian_58/mask5,2
female,Asian,58,000014_female_Asian_58/normal,2
female,Asian,58,000014_female_Asian_58/incorrect_mask,2
male,Asian,55,000015_male_Asian_55/mask1,1
male,Asian,55,000015_male_Asian_55/mask2,1
male,Asian,55,000015_male_Asian_55/mask3,1
male,Asian,55,000015_male_Asian_55/mask4,1
male,Asian,55,000015_male_Asian_55/mask5,1
male,Asian,55,000015_male_Asian_55/normal,1
male,Asian,55,000015_male_Asian_55/incorrect_mask,1
female,Asian,58,000016_female_Asian_58/mask1,2
female,Asian,58,000016_female_Asian_58/mask2,2
female,Asian,58,000016_female_Asian_58/mask3,2
female,Asian,58,000016_female_Asian_58/mask4,2
female,Asian,58,000016_female_Asian_58/mask5,2
female,Asian,58,000016_female_Asian_58/normal,2
female,Asian,58,000016_female_Asian_58/incorrect_mask,2
female,Asian,59,000018_female_Asian_59/mask1,2
female,Asian,59,000018_female_Asian_59/mask2,2
female,Asian,59,000018_female_Asian_59/mask3,2
female,Asian,59,000018_female_Asian_59/mask4,2
female,Asian,59,000018_female_Asian_59/mask5,2
female,Asian,59,000018_female_Asian_59/normal,2
female,Asian,59,000018_female_Asian_59/incorrect_mask,2
female,Asian,57,000019_female_Asian_57/mask1,2
female,Asian,57,000019_female_Asian_57/mask2,2
female,Asian,57,000019_female_Asian_57/mask3,2
female,Asian,57,000019_female_Asian_57/mask4,2
female,Asian,57,000019_female_Asian_57/mask5,2
female,Asian,57,000019_female_Asian_57/normal,2
female,Asian,57,000019_female_Asian_57/incorrect_mask,2
female,Asian,50,000020_female_Asian_50/mask1,1
female,Asian,50,000020_female_Asian_50/mask2,1
female,Asian,50,000020_female_Asian_50/mask3,1
female,Asian,50,000020_female_Asian_50/mask4,1
female,Asian,50,000020_female_Asian_50/mask5,1
female,Asian,50,000020_female_Asian_50/normal,1
female,Asian,50,000020_female_Asian_50/incorrect_mask,1
female,Asian,54,000021_female_Asian_54/mask1,1
female,Asian,54,000021_female_Asian_54/mask2,1
female,Asian,54,000021_female_Asian_54/mask3,1
female,Asian,54,000021_female_Asian_54/mask4,1
female,Asian,54,000021_female_Asian_54/mask5,1
female,Asian,54,000021_female_Asian_54/normal,1
female,Asian,54,000021_female_Asian_54/incorrect_mask,1
female,Asian,58,000022_female_Asian_58/mask1,2
female,Asian,58,000022_female_Asian_58/mask2,2
female,Asian,58,000022_female_Asian_58/mask3,2
female,Asian,58,000022_female_Asian_58/mask4,2
female,Asian,58,000022_female_Asian_58/mask5,2
female,Asian,58,000022_female_Asian_58/normal,2
female,Asian,58,000022_female_Asian_58/incorrect_mask,2
female,Asian,55,000023_female_Asian_55/mask1,1
female,Asian,55,000023_female_Asian_55/mask2,1
female,Asian,55,000023_female_Asian_55/mask3,1
female,Asian,55,000023_female_Asian_55/mask4,1
female,Asian,55,000023_female_Asian_55/mask5,1
female,Asian,55,000023_female_Asian_55/normal,1
female,Asian,55,000023_female_Asian_55/incorrect_mask,1
female,Asian,58,000024_female_Asian_58/mask1,2
female,Asian,58,000024_female_Asian_58/mask2,2
female,Asian,58,000024_female_Asian_58/mask3,2
female,Asian,58,000024_female_Asian_58/mask4,2
female,Asian,58,000024_female_Asian_58/mask5,2
female,Asian,58,000024_female_Asian_58/normal,2
female,Asian,58,000024_female_Asian_58/incorrect_mask,2
female,Asian,49,000025_female_Asian_49/mask1,1
female,Asian,49,000025_female_Asian_49/mask2,1
female,Asian,49,000025_female_Asian_49/mask3,1
female,Asian,49,000025_female_Asian_49/mask4,1
female,Asian,49,000025_female_Asian_49/mask5,1
female,Asian,49,000025_female_Asian_49/normal,1
female,Asian,49,000025_female_Asian_49/incorrect_mask,1
female,Asian,56,000026_female_Asian_56/mask1,2
female,Asian,56,000026_female_Asian_56/mask2,2
female,Asian,56,000026_female_Asian_56/mask3,2
female,Asian,56,000026_female_Asian_56/mask4,2
female,Asian,56,000026_female_Asian_56/mask5,2
female,Asian,56,000026_female_Asian_56/normal,2
female,Asian,56,000026_female_Asian_56/incorrect_mask,2
female,Asian,58,000028_female_Asian_58/mask1,2
female,Asian,58,000028_female_Asian_58/mask2,2
female,Asian,58,000028_female_Asian_58/mask3,2
female,Asian,58,000028_female_Asian_58/mask4,2
female,Asian,58,000028_female_Asian_58/mask5,2
female,Asian,58,000028_female_Asian_58/normal,2
female,Asian,58,000028_female_Asian_58/incorrect_mask,2
female,Asian,58,000029_female_Asian_58/mask1,2
female,Asian,58,000029_female_Asian_58/mask2,2
female,Asian,58,000029_female_Asian_58/mask3,2
female,Asian,58,000029_female_Asian_58/mask4,2
female,Asian,58,000029_female_Asian_58/mask5,2
female,Asian,58,000029_female_Asian_58/normal,2
female,Asian,58,000029_female_Asian_58/incorrect_mask,2
female,Asian,55,000030_female_Asian_55/mask1,1
female,Asian,55,000030_female_Asian_55/mask2,1
female,Asian,55,000030_female_Asian_55/mask3,1
female,Asian,55,000030_female_Asian_55/mask4,1
female,Asian,55,000030_female_Asian_55/mask5,1
female,Asian,55,000030_female_Asian_55/normal,1
female,Asian,55,000030_female_Asian_55/incorrect_mask,1
female,Asian,54,000031_female_Asian_54/mask1,1
female,Asian,54,000031_female_Asian_54/mask2,1
female,Asian,54,000031_female_Asian_54/mask3,1
female,Asian,54,000031_female_Asian_54/mask4,1
female,Asian,54,000031_female_Asian_54/mask5,1
female,Asian,54,000031_female_Asian_54/normal,1
female,Asian,54,000031_female_Asian_54/incorrect_mask,1
male,Asian,57,000033_male_Asian_57/mask1,2
male,Asian,57,000033_male_Asian_57/mask2,2
male,Asian,57,000033_male_Asian_57/mask3,2
male,Asian,57,000033_male_Asian_57/mask4,2
male,Asian,57,000033_male_Asian_57/mask5,2
male,Asian,57,000033_male_Asian_57/normal,2
male,Asian,57,000033_male_Asian_57/incorrect_mask,2
female,Asian,55,000034_female_Asian_55/mask1,1
female,Asian,55,000034_female_Asian_55/mask2,1
female,Asian,55,000034_female_Asian_55/mask3,1
female,Asian,55,000034_female_Asian_55/mask4,1
female,Asian,55,000034_female_Asian_55/mask5,1
female,Asian,55,000034_female_Asian_55/normal,1
female,Asian,55,000034_female_Asian_55/incorrect_mask,1
female,Asian,58,000036_female_Asian_58/mask1,2
female,Asian,58,000036_female_Asian_58/mask2,2
female,Asian,58,000036_female_Asian_58/mask3,2
female,Asian,58,000036_female_Asian_58/mask4,2
female,Asian,58,000036_female_Asian_58/mask5,2
female,Asian,58,000036_female_Asian_58/normal,2
female,Asian,58,000036_female_Asian_58/incorrect_mask,2
female,Asian,58,000037_female_Asian_58/mask1,2
female,Asian,58,000037_female_Asian_58/mask2,2
female,Asian,58,000037_female_Asian_58/mask3,2
female,Asian,58,000037_female_Asian_58/mask4,2
female,Asian,58,000037_female_Asian_58/mask5,2
female,Asian,58,000037_female_Asian_58/normal,2
female,Asian,58,000037_female_Asian_58/incorrect_mask,2
female,Asian,58,000038_female_Asian_58/mask1,2
female,Asian,58,000038_female_Asian_58/mask2,2
female,Asian,58,000038_female_Asian_58/mask3,2
female,Asian,58,000038_female_Asian_58/mask4,2
female,Asian,58,000038_female_Asian_58/mask5,2
female,Asian,58,000038_female_Asian_58/normal,2
female,Asian,58,000038_female_Asian_58/incorrect_mask,2
female,Asian,57,000039_female_Asian_57/mask1,2
female,Asian,57,000039_female_Asian_57/mask2,2
female,Asian,57,000039_female_Asian_57/mask3,2
female,Asian,57,000039_female_Asian_57/mask4,2
female,Asian,57,000039_female_Asian_57/mask5,2
female,Asian,57,000039_female_Asian_57/normal,2
female,Asian,57,000039_female_Asian_57/incorrect_mask,2
female,Asian,57,000040_female_Asian_57/mask1,2
female,Asian,57,000040_female_Asian_57/mask2,2
female,Asian,57,000040_female_Asian_57/mask3,2
female,Asian,57,000040_female_Asian_57/mask4,2
female,Asian,57,000040_female_Asian_57/mask5,2
female,Asian,57,000040_female_Asian_57/normal,2
female,Asian,57,000040_female_Asian_57/incorrect_mask,2
female,Asian,58,000041_female_Asian_58/mask1,2
female,Asian,58,000041_female_Asian_58/mask2,2
female,Asian,58,000041_female_Asian_58/mask3,2
female,Asian,58,000041_female_Asian_58/mask4,2
female,Asian,58,000041_female_Asian_58/mask5,2
female,Asian,58,000041_female_Asian_58/normal,2
female,Asian,58,000041_female_Asian_58/incorrect_mask,2
male,Asian,56,000043_male_Asian_56/mask1,2
male,Asian,56,000043_male_Asian_56/mask2,2
male,Asian,56,000043_male_Asian_56/mask3,2
male,Asian,56,000043_male_Asian_56/mask4,2
male,Asian,56,000043_male_Asian_56/mask5,2
male,Asian,56,000043_male_Asian_56/normal,2
male,Asian,56,000043_male_Asian_56/incorrect_mask,2
female,Asian,58,000044_female_Asian_58/mask1,2
female,Asian,58,000044_female_Asian_58/mask2,2
female,Asian,58,000044_female_Asian_58/mask3,2
female,Asian,58,000044_female_Asian_58/mask4,2
female,Asian,58,000044_female_Asian_58/mask5,2
female,Asian,58,000044_female_Asian_58/normal,2
female,Asian,58,000044_female_Asian_58/incorrect_mask,2
female,Asian,56,000045_female_Asian_56/mask1,2
female,Asian,56,000045_female_Asian_56/mask2,2
female,Asian,56,000045_female_Asian_56/mask3,2
female,Asian,56,000045_female_Asian_56/mask4,2
female,Asian,56,000045_female_Asian_56/mask5,2
female,Asian,56,000045_female_Asian_56/normal,2
female,Asian,56,000045_female_Asian_56/incorrect_mask,2
male,Asian,55,000046_male_Asian_55/mask1,1
male,Asian,55,000046_male_Asian_55/mask2,1
male,Asian,55,000046_male_Asian_55/mask3,1
male,Asian,55,000046_male_Asian_55/mask4,1
male,Asian,55,000046_male_Asian_55/mask5,1
male,Asian,55,000046_male_Asian_55/normal,1
male,Asian,55,000046_male_Asian_55/incorrect_mask,1
male,Asian,58,000047_male_Asian_58/mask1,2
male,Asian,58,000047_male_Asian_58/mask2,2
male,Asian,58,000047_male_Asian_58/mask3,2
male,Asian,58,000047_male_Asian_58/mask4,2
male,Asian,58,000047_male_Asian_58/mask5,2
male,Asian,58,000047_male_Asian_58/normal,2
male,Asian,58,000047_male_Asian_58/incorrect_mask,2
female,Asian,57,000048_female_Asian_57/mask1,2
female,Asian,57,000048_female_Asian_57/mask2,2
female,Asian,57,000048_female_Asian_57/mask3,2
female,Asian,57,000048_female_Asian_57/mask4,2
female,Asian,57,000048_female_Asian_57/mask5,2
female,Asian,57,000048_female_Asian_57/normal,2
female,Asian,57,000048_female_Asian_57/incorrect_mask,2
female,Asian,55,000062_female_Asian_55/mask1,1
female,Asian,55,000062_female_Asian_55/mask2,1
female,Asian,55,000062_female_Asian_55/mask3,1
female,Asian,55,000062_female_Asian_55/mask4,1
female,Asian,55,000062_female_Asian_55/mask5,1
female,Asian,55,000062_female_Asian_55/normal,1
female,Asian,55,000062_female_Asian_55/incorrect_mask,1
male,Asian,59,000064_male_Asian_59/mask1,2
male,Asian,59,000064_male_Asian_59/mask2,2
male,Asian,59,000064_male_Asian_59/mask3,2
male,Asian,59,000064_male_Asian_59/mask4,2
male,Asian,59,000064_male_Asian_59/mask5,2
male,Asian,59,000064_male_Asian_59/normal,2
male,Asian,59,000064_male_Asian_59/incorrect_mask,2
female,Asian,53,000066_female_Asian_53/mask1,1
female,Asian,53,000066_female_Asian_53/mask2,1
female,Asian,53,000066_female_Asian_53/mask3,1
female,Asian,53,000066_female_Asian_53/mask4,1
female,Asian,53,000066_female_Asian_53/mask5,1
female,Asian,53,000066_female_Asian_53/normal,1
female,Asian,53,000066_female_Asian_53/incorrect_mask,1
female,Asian,54,000067_female_Asian_54/mask1,1
female,Asian,54,000067_female_Asian_54/mask2,1
female,Asian,54,000067_female_Asian_54/mask3,1
female,Asian,54,000067_female_Asian_54/mask4,1
female,Asian,54,000067_female_Asian_54/mask5,1
female,Asian,54,000067_female_Asian_54/normal,1
female,Asian,54,000067_female_Asian_54/incorrect_mask,1
female,Asian,54,000069_female_Asian_54/mask1,1
female,Asian,54,000069_female_Asian_54/mask2,1
female,Asian,54,000069_female_Asian_54/mask3,1
female,Asian,54,000069_female_Asian_54/mask4,1
female,Asian,54,000069_female_Asian_54/mask5,1
female,Asian,54,000069_female_Asian_54/normal,1
female,Asian,54,000069_female_Asian_54/incorrect_mask,1
female,Asian,58,000070_female_Asian_58/mask1,2
female,Asian,58,000070_female_Asian_58/mask2,2
female,Asian,58,000070_female_Asian_58/mask3,2
female,Asian,58,000070_female_Asian_58/mask4,2
female,Asian,58,000070_female_Asian_58/mask5,2
female,Asian,58,000070_female_Asian_58/normal,2
female,Asian,58,000070_female_Asian_58/incorrect_mask,2
female,Asian,56,000071_female_Asian_56/mask1,2
female,Asian,56,000071_female_Asian_56/mask2,2
female,Asian,56,000071_female_Asian_56/mask3,2
female,Asian,56,000071_female_Asian_56/mask4,2
female,Asian,56,000071_female_Asian_56/mask5,2
female,Asian,56,000071_female_Asian_56/normal,2
female,Asian,56,000071_female_Asian_56/incorrect_mask,2
female,Asian,52,000073_female_Asian_52/mask1,1
female,Asian,52,000073_female_Asian_52/mask2,1
female,Asian,52,000073_female_Asian_52/mask3,1
female,Asian,52,000073_female_Asian_52/mask4,1
female,Asian,52,000073_female_Asian_52/mask5,1
female,Asian,52,000073_female_Asian_52/normal,1
female,Asian,52,000073_female_Asian_52/incorrect_mask,1
female,Asian,56,000075_female_Asian_56/mask1,2
female,Asian,56,000075_female_Asian_56/mask2,2
female,Asian,56,000075_female_Asian_56/mask3,2
female,Asian,56,000075_female_Asian_56/mask4,2
female,Asian,56,000075_female_Asian_56/mask5,2
female,Asian,56,000075_female_Asian_56/normal,2
female,Asian,56,000075_female_Asian_56/incorrect_mask,2
male,Asian,59,000077_male_Asian_59/mask1,2
male,Asian,59,000077_male_Asian_59/mask2,2
male,Asian,59,000077_male_Asian_59/mask3,2
male,Asian,59,000077_male_Asian_59/mask4,2
male,Asian,59,000077_male_Asian_59/mask5,2
male,Asian,59,000077_male_Asian_59/normal,2
male,Asian,59,000077_male_Asian_59/incorrect_mask,2
female,Asian,55,000078_female_Asian_55/mask1,1
female,Asian,55,000078_female_Asian_55/mask2,1
female,Asian,55,000078_female_Asian_55/mask3,1
female,Asian,55,000078_female_Asian_55/mask4,1
female,Asian,55,000078_female_Asian_55/mask5,1
female,Asian,55,000078_female_Asian_55/normal,1
female,Asian,55,000078_female_Asian_55/incorrect_mask,1
female,Asian,57,000079_female_Asian_57/mask1,2
female,Asian,57,000079_female_Asian_57/mask2,2
female,Asian,57,000079_female_Asian_57/mask3,2
female,Asian,57,000079_female_Asian_57/mask4,2
female,Asian,57,000079_female_Asian_57/mask5,2
female,Asian,57,000079_female_Asian_57/normal,2
female,Asian,57,000079_female_Asian_57/incorrect_mask,2
female,Asian,57,000080_female_Asian_57/mask1,2
female,Asian,57,000080_female_Asian_57/mask2,2
female,Asian,57,000080_female_Asian_57/mask3,2
female,Asian,57,000080_female_Asian_57/mask4,2
female,Asian,57,000080_female_Asian_57/mask5,2
female,Asian,57,000080_female_Asian_57/normal,2
female,Asian,57,000080_female_Asian_57/incorrect_mask,2
female,Asian,57,000206_female_Asian_57/mask1,2
female,Asian,57,000206_female_Asian_57/mask2,2
female,Asian,57,000206_female_Asian_57/mask3,2
female,Asian,57,000206_female_Asian_57/mask4,2
female,Asian,57,000206_female_Asian_57/mask5,2
female,Asian,57,000206_female_Asian_57/normal,2
female,Asian,57,000206_female_Asian_57/incorrect_mask,2
female,Asian,56,000207_female_Asian_56/mask1,2
female,Asian,56,000207_female_Asian_56/mask2,2
female,Asian,56,000207_female_Asian_56/mask3,2
female,Asian,56,000207_female_Asian_56/mask4,2
female,Asian,56,000207_female_Asian_56/mask5,2
female,Asian,56,000207_female_Asian_56/normal,2
female,Asian,56,000207_female_Asian_56/incorrect_mask,2
female,Asian,56,000209_female_Asian_56/mask1,2
female,Asian,56,000209_female_Asian_56/mask2,2
female,Asian,56,000209_female_Asian_56/mask3,2
female,Asian,56,000209_female_Asian_56/mask4,2
female,Asian,56,000209_female_Asian_56/mask5,2
female,Asian,56,000209_female_Asian_56/normal,2
female,Asian,56,000209_female_Asian_56/incorrect_mask,2
female,Asian,54,000210_female_Asian_54/mask1,1
female,Asian,54,000210_female_Asian_54/mask2,1
female,Asian,54,000210_female_Asian_54/mask3,1
female,Asian,54,000210_female_Asian_54/mask4,1
female,Asian,54,000210_female_Asian_54/mask5,1
female,Asian,54,000210_female_Asian_54/normal,1
female,Asian,54,000210_female_Asian_54/incorrect_mask,1
female,Asian,51,000212_female_Asian_51/mask1,1
female,Asian,51,000212_female_Asian_51/mask2,1
female,Asian,51,000212_female_Asian_51/mask3,1
female,Asian,51,000212_female_Asian_51/mask4,1
female,Asian,51,000212_female_Asian_51/mask5,1
female,Asian,51,000212_female_Asian_51/normal,1
female,Asian,51,000212_female_Asian_51/incorrect_mask,1
female,Asian,51,000214_female_Asian_51/mask1,1
female,Asian,51,000214_female_Asian_51/mask2,1
female,Asian,51,000214_female_Asian_51/mask3,1
female,Asian,51,000214_female_Asian_51/mask4,1
female,Asian,51,000214_female_Asian_51/mask5,1
female,Asian,51,000214_female_Asian_51/normal,1
female,Asian,51,000214_female_Asian_51/incorrect_mask,1
female,Asian,59,000215_female_Asian_59/mask1,2
female,Asian,59,000215_female_Asian_59/mask2,2
female,Asian,59,000215_female_Asian_59/mask3,2
female,Asian,59,000215_female_Asian_59/mask4,2
female,Asian,59,000215_female_Asian_59/mask5,2
female,Asian,59,000215_female_Asian_59/normal,2
female,Asian,59,000215_female_Asian_59/incorrect_mask,2
female,Asian,56,000216_female_Asian_56/mask1,2
female,Asian,56,000216_female_Asian_56/mask2,2
female,Asian,56,000216_female_Asian_56/mask3,2
female,Asian,56,000216_female_Asian_56/mask4,2
female,Asian,56,000216_female_Asian_56/mask5,2
female,Asian,56,000216_female_Asian_56/normal,2
female,Asian,56,000216_female_Asian_56/incorrect_mask,2
female,Asian,54,000217_female_Asian_54/mask1,1
female,Asian,54,000217_female_Asian_54/mask2,1
female,Asian,54,000217_female_Asian_54/mask3,1
female,Asian,54,000217_female_Asian_54/mask4,1
female,Asian,54,000217_female_Asian_54/mask5,1
female,Asian,54,000217_female_Asian_54/normal,1
female,Asian,54,000217_female_Asian_54/incorrect_mask,1
female,Asian,59,000218_female_Asian_59/mask1,2
female,Asian,59,000218_female_Asian_59/mask2,2
female,Asian,59,000218_female_Asian_59/mask3,2
female,Asian,59,000218_female_Asian_59/mask4,2
female,Asian,59,000218_female_Asian_59/mask5,2
female,Asian,59,000218_female_Asian_59/normal,2
female,Asian,59,000218_female_Asian_59/incorrect_mask,2
female,Asian,53,000219_female_Asian_53/mask1,1
female,Asian,53,000219_female_Asian_53/mask2,1
female,Asian,53,000219_female_Asian_53/mask3,1
female,Asian,53,000219_female_Asian_53/mask4,1
female,Asian,53,000219_female_Asian_53/mask5,1
female,Asian,53,000219_female_Asian_53/normal,1
female,Asian,53,000219_female_Asian_53/incorrect_mask,1
female,Asian,40,000221_female_Asian_40/mask1,1
female,Asian,40,000221_female_Asian_40/mask2,1
female,Asian,40,000221_female_Asian_40/mask3,1
female,Asian,40,000221_female_Asian_40/mask4,1
female,Asian,40,000221_female_Asian_40/mask5,1
female,Asian,40,000221_female_Asian_40/normal,1
female,Asian,40,000221_female_Asian_40/incorrect_mask,1
female,Asian,56,000224_female_Asian_56/mask1,2
female,Asian,56,000224_female_Asian_56/mask2,2
female,Asian,56,000224_female_Asian_56/mask3,2
female,Asian,56,000224_female_Asian_56/mask4,2
female,Asian,56,000224_female_Asian_56/mask5,2
female,Asian,56,000224_female_Asian_56/normal,2
female,Asian,56,000224_female_Asian_56/incorrect_mask,2
female,Asian,25,000225_female_Asian_25/mask1,0
female,Asian,25,000225_female_Asian_25/mask2,0
female,Asian,25,000225_female_Asian_25/mask3,0
female,Asian,25,000225_female_Asian_25/mask4,0
female,Asian,25,000225_female_Asian_25/mask5,0
female,Asian,25,000225_female_Asian_25/normal,0
female,Asian,25,000225_female_Asian_25/incorrect_mask,0
female,Asian,58,000226_female_Asian_58/mask1,2
female,Asian,58,000226_female_Asian_58/mask2,2
female,Asian,58,000226_female_Asian_58/mask3,2
female,Asian,58,000226_female_Asian_58/mask4,2
female,Asian,58,000226_female_Asian_58/mask5,2
female,Asian,58,000226_female_Asian_58/normal,2
female,Asian,58,000226_female_Asian_58/incorrect_mask,2
female,Asian,59,000227_female_Asian_59/mask1,2
female,Asian,59,000227_female_Asian_59/mask2,2
female,Asian,59,000227_female_Asian_59/mask3,2
female,Asian,59,000227_female_Asian_59/mask4,2
female,Asian,59,000227_female_Asian_59/mask5,2
female,Asian,59,000227_female_Asian_59/normal,2
female,Asian,59,000227_female_Asian_59/incorrect_mask,2
female,Asian,56,000228_female_Asian_56/mask1,2
female,Asian,56,000228_female_Asian_56/mask2,2
female,Asian,56,000228_female_Asian_56/mask3,2
female,Asian,56,000228_female_Asian_56/mask4,2
female,Asian,56,000228_female_Asian_56/mask5,2
female,Asian,56,000228_female_Asian_56/normal,2
female,Asian,56,000228_female_Asian_56/incorrect_mask,2
male,Asian,56,000229_male_Asian_56/mask1,2
male,Asian,56,000229_male_Asian_56/mask2,2
male,Asian,56,000229_male_Asian_56/mask3,2
male,Asian,56,000229_male_Asian_56/mask4,2
male,Asian,56,000229_male_Asian_56/mask5,2
male,Asian,56,000229_male_Asian_56/normal,2
male,Asian,56,000229_male_Asian_56/incorrect_mask,2
male,Asian,56,000231_male_Asian_56/mask1,2
male,Asian,56,000231_male_Asian_56/mask2,2
male,Asian,56,000231_male_Asian_56/mask3,2
male,Asian,56,000231_male_Asian_56/mask4,2
male,Asian,56,000231_male_Asian_56/mask5,2
male,Asian,56,000231_male_Asian_56/normal,2
male,Asian,56,000231_male_Asian_56/incorrect_mask,2
male,Asian,53,000232_male_Asian_53/mask1,1
male,Asian,53,000232_male_Asian_53/mask2,1
male,Asian,53,000232_male_Asian_53/mask3,1
male,Asian,53,000232_male_Asian_53/mask4,1
male,Asian,53,000232_male_Asian_53/mask5,1
male,Asian,53,000232_male_Asian_53/normal,1
male,Asian,53,000232_male_Asian_53/incorrect_mask,1
male,Asian,57,000235_male_Asian_57/mask1,2
male,Asian,57,000235_male_Asian_57/mask2,2
male,Asian,57,000235_male_Asian_57/mask3,2
male,Asian,57,000235_male_Asian_57/mask4,2
male,Asian,57,000235_male_Asian_57/mask5,2
male,Asian,57,000235_male_Asian_57/normal,2
male,Asian,57,000235_male_Asian_57/incorrect_mask,2
male,Asian,51,000236_male_Asian_51/mask1,1
male,Asian,51,000236_male_Asian_51/mask2,1
male,Asian,51,000236_male_Asian_51/mask3,1
male,Asian,51,000236_male_Asian_51/mask4,1
male,Asian,51,000236_male_Asian_51/mask5,1
male,Asian,51,000236_male_Asian_51/normal,1
male,Asian,51,000236_male_Asian_51/incorrect_mask,1
male,Asian,56,000237_male_Asian_56/mask1,2
male,Asian,56,000237_male_Asian_56/mask2,2
male,Asian,56,000237_male_Asian_56/mask3,2
male,Asian,56,000237_male_Asian_56/mask4,2
male,Asian,56,000237_male_Asian_56/mask5,2
male,Asian,56,000237_male_Asian_56/normal,2
male,Asian,56,000237_male_Asian_56/incorrect_mask,2
male,Asian,57,000238_male_Asian_57/mask1,2
male,Asian,57,000238_male_Asian_57/mask2,2
male,Asian,57,000238_male_Asian_57/mask3,2
male,Asian,57,000238_male_Asian_57/mask4,2
male,Asian,57,000238_male_Asian_57/mask5,2
male,Asian,57,000238_male_Asian_57/normal,2
male,Asian,57,000238_male_Asian_57/incorrect_mask,2
male,Asian,57,000240_male_Asian_57/mask1,2
male,Asian,57,000240_male_Asian_57/mask2,2
male,Asian,57,000240_male_Asian_57/mask3,2
male,Asian,57,000240_male_Asian_57/mask4,2
male,Asian,57,000240_male_Asian_57/mask5,2
male,Asian,57,000240_male_Asian_57/normal,2
male,Asian,57,000240_male_Asian_57/incorrect_mask,2
male,Asian,56,000241_male_Asian_56/mask1,2
male,Asian,56,000241_male_Asian_56/mask2,2
male,Asian,56,000241_male_Asian_56/mask3,2
